IFGW- AMPLIAÇÃO BIBLIOTECA;01-28967-08
IFGW- AMPLIAÇÃO BIBLIOTECA;01-28967-08
IFGW- AMPLIAÇÃO BIBLIOTECA;01-28967-08
FCA- PORTARIA PROVISÓRIA DE PEDESTRES E VEÍCULOS;01-29040-10
FCA- PORTARIA PROVISÓRIA DE PEDESTRES E VEÍCULOS;01-29040-10
FCA- PORTARIA PROVISÓRIA DE PEDESTRES E VEÍCULOS;01-29040-10
FCA- PORTARIA PROVISÓRIA DE PEDESTRES E VEÍCULOS;01-29040-10
FCA- PORTARIA PROVISÓRIA DE PEDESTRES E VEÍCULOS;01-29040-10
FCA- PORTARIA PROVISÓRIA DE PEDESTRES E VEÍCULOS;01-29040-10
FCA- PORTARIA PROVISÓRIA DE PEDESTRES E VEÍCULOS;"01-29040-10
REUNIÃO C/ FCA"
FCA- URBANIZAÇÃO ENTORNO RESTAURANTE CAMPUS 2;01-29041-10
FCA- URBANIZAÇÃO ENTORNO RESTAURANTE CAMPUS 2;01-29041-10
FCA- URBANIZAÇÃO ENTORNO RESTAURANTE CAMPUS 2;01-29041-10
FCA- URBANIZAÇÃO ENTORNO RESTAURANTE CAMPUS 2;01-29041-10
FCA- URBANIZAÇÃO ENTORNO RESTAURANTE CAMPUS 2;01-29041-10
FCA- URBANIZAÇÃO ENTORNO RESTAURANTE CAMPUS 2;01-29041-10
FCA- URBANIZAÇÃO ENTORNO RESTAURANTE CAMPUS 2;01-29041-10
FCA- URBANIZAÇÃO ENTORNO RESTAURANTE CAMPUS 2;"01-29041-10
REUNIÃO FCA"
FEF- URBANIZAÇÃO ENTORNO NOVO GINÁSIO;01-29050-10
FEF- URBANIZAÇÃO ENTORNO NOVO GINÁSIO;01-29050-10
FCM- INTERLIGAÇÃO ELÉTRICA PRÉDIO PÓS GRADUAÇÃO E HABILIDADES;01-29070-08
FCM- INTERLIGAÇÃO ELÉTRICA PRÉDIO PÓS GRADUAÇÃO E HABILIDADES;01-29070-08
FCM- INTERLIGAÇÃO ELÉTRICA PRÉDIO PÓS GRADUAÇÃO E HABILIDADES;01-29070-08
FCM- INTERLIGAÇÃO ELÉTRICA PRÉDIO PÓS GRADUAÇÃO E HABILIDADES;01-29070-08
PRG- REFORMA 3 SALAS DE AULA BÁSICO II;01-29073-09
IFGW- ADEQUAÇÃO PRÉDIO D PARA ACESSIBILIDADE;01-29172-10
IFGW- ADEQUAÇÃO PRÉDIO D PARA ACESSIBILIDADE;01-29172-10
IFGW- ADEQUAÇÃO PRÉDIO D PARA ACESSIBILIDADE;01-29172-10
IFGW- ADEQUAÇÃO PRÉDIO D PARA ACESSIBILIDADE;01-29172-10
IFGW- ADEQUAÇÃO PRÉDIO D PARA ACESSIBILIDADE;01-29172-10
IFGW- ADEQUAÇÃO PRÉDIO D PARA ACESSIBILIDADE;"01-29172-10
OF.DIF.Nº 138/10"
IB- MUSEU/HERBÁRIO (CT-INFRA);01-29173-10
IB- MUSEU/HERBÁRIO (CT-INFRA);"01-29173-10
OF.IB.278/10"
IFCH- AEL- AUTOMAÇÃO PARA O SISTEMA DE CLIMATIZAÇÃO;01-29174-10
IFCH- AEL- AUTOMAÇÃO PARA O SISTEMA DE CLIMATIZAÇÃO;01-29174-10
IFCH- AEL- AUTOMAÇÃO PARA O SISTEMA DE CLIMATIZAÇÃO;01-29174-10
REITORIA- CEAV/CORI;01-29175-10
REITORIA- CEAV/CORI;01-29175-10
REITORIA- CEAV/CORI;01-29175-10
REITORIA- CEAV/CORI;01-29175-10
REITORIA- CEAV/CORI;01-29175-10
FE- ANEXO 3;01-29185-10
FE- ANEXO 3;01-29185-10
FE- ANEXO 3;01-29185-10
FE- ANEXO 3;01-29185-10
IMECC- ELEVADOR;01-29206-09
FCM- PRÉDIO PARA MEDICINA TRANSLACIONAL;01-29252-10
FCM- PRÉDIO PARA MEDICINA TRANSLACIONAL;01-29252-10
CSS/CECOM- REFORMA E AMPLIAÇÃO;01-29254-08
CSS/CECOM- REFORMA E AMPLIAÇÃO;01-29254-08
CSS/CECOM- REFORMA E AMPLIAÇÃO;01-29254-08
FCA- PRAÇA DAS BANDEIRAS CAMPUS 2;01-29257-08
DGA- REFORMA ÁREA COORDENADORIA;01-29347-09
DGA- REFORMA ÁREA COORDENADORIA;01-29347-09
DGA- REFORMA ÁREA COORDENADORIA;01-29347-09
DGA- REFORMA ÁREA COORDENADORIA;01-29347-09
DGA- REFORMA ÁREA COORDENADORIA;01-29347-09
IEL- PRÉDIO DOCENTES;01-29396-09
IEL- PRÉDIO DOCENTES;01-29396-09
IEL- PRÉDIO DOCENTES;01-29396-09
IEL- PRÉDIO DOCENTES;01-29396-09
IEL- PRÉDIO DOCENTES;01-29396-09
IEL- PRÉDIO DOCENTES;01-29396-09
CSS/CECOM- REFORMA E AMPLIAÇÃO;01-29398-09
CSS/CECOM- REFORMA E AMPLIAÇÃO;01-29398-09
CT- REFORMA COBERTURA;01-29513-08
FEA- REFORMA PLANTA PILOTO E LABS DEPTO CIÊNCIA DE ALIMENTOS (CT-INFRA 01/01);01-29514-08
FEA- REFORMA PLANTA PILOTO E LABS DEPTO CIÊNCIA DE ALIMENTOS (CT-INFRA 01/01);01-29514-08
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;01-29625-09
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;01-29625-09
IA- REFORMA DO POSTO DE TRANSFORMAÇÃO DOS PAVILHÕES DO IA;01-29670-09
IA- REFORMA DO POSTO DE TRANSFORMAÇÃO DOS PAVILHÕES DO IA;01-29670-09
IA- REFORMA DO POSTO DE TRANSFORMAÇÃO DOS PAVILHÕES DO IA;01-29670-09
IA- REFORMA DO POSTO DE TRANSFORMAÇÃO DOS PAVILHÕES DO IA;01-29670-09
IA- REFORMA DO POSTO DE TRANSFORMAÇÃO DOS PAVILHÕES DO IA;01-29670-09
FOP- SALAS DE AULA- AMPL PREDIO ADMINISTR;01-29796-10
FOP- SALAS DE AULA- AMPL PREDIO ADMINISTR;01-29796-10
FOP- SALAS DE AULA- AMPL PREDIO ADMINISTR;"01-29796-10
OFÍCIO FOP S/Nº"
FOP- COBERTURA QUADRA ESPORTES;01-29798-10
FOP- COBERTURA QUADRA ESPORTES;"01-29798-10
OFÍCIO FOP S/Nº"
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-29839-10
NIPE- CONCLUSÃO DA OBRA DO NIPE;01-29899-08
NIPE- CONCLUSÃO DA OBRA DO NIPE;01-29899-08
NIPE- CONCLUSÃO DA OBRA DO NIPE;01-29899-08
NIPE- CONCLUSÃO DA OBRA DO NIPE;01-29899-08
NIPE- CONCLUSÃO DA OBRA DO NIPE;01-29899-08
NIPE- CONCLUSÃO DA OBRA DO NIPE;01-29899-08
NIPE- CONCLUSÃO DA OBRA DO NIPE;01-29899-08
NIPE- CONCLUSÃO DA OBRA DO NIPE;01-29899-08
NIPE- CONCLUSÃO DA OBRA DO NIPE;01-29899-08
NIPE- CONCLUSÃO DA OBRA DO NIPE;01-29899-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-29970-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-29970-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-29970-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-29970-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-29970-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-29970-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-29970-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-29970-08
PREFEITURA- REFORMA ALMOXARIFADO DO RU;01-29972-08
PREFEITURA- REFORMA ALMOXARIFADO DO RU;01-29972-08
PREFEITURA- REFORMA ALMOXARIFADO DO RU;01-29972-08
PREFEITURA- REFORMA ALMOXARIFADO DO RU;01-29972-08
PREFEITURA- REFORMA ALMOXARIFADO DO RU;01-29972-08
REITORIA- CEAV/CORI;01-30044-10
REITORIA- CEAV/CORI;01-30044-10
FEEC- AMPLIAÇÃO DO BLOCO B;01-30053-08
FEEC- AMPLIAÇÃO DO BLOCO B;01-30053-08
FEEC- AMPLIAÇÃO DO BLOCO B;01-30053-08
REITORIA- CEAV/CORI;01-30094-10
REITORIA- CEAV/CORI;01-30094-10
REITORIA- CEAV/CORI;01-30094-10
REITORIA- CEAV/CORI;01-30094-10
REITORIA- CEAV/CORI;01-30094-10
REITORIA- CEAV/CORI;01-30094-10
REITORIA- MUSEU DE CIÊNCIAS;01-30123-08
REITORIA- MUSEU DE CIÊNCIAS;01-30123-08
IMECC- PRÉDIO LAB COMPUTAÇÃO CIENTÍFICA;01-30164-10
PRP- BIOENERGIA;01-30168-10
EDITORA- NOVO DEPÓSITO;01-30293-10
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-30299-10
REITORIA- MUSEU DE ARTE DA UNICAMP;01-30342-10
REITORIA- MUSEU DE ARTE DA UNICAMP;01-30342-10
REITORIA- MUSEU DE ARTE DA UNICAMP;01-30342-10
REITORIA- MUSEU DE ARTE DA UNICAMP;01-30342-10
FCM- CLIMATIZAÇÃO PRÉDIO DO CEPRE;02-18584-09
FCM- BIOTERIO FARMACO;02-24755-03
FCM- BIOTERIO FARMACO;02-24755-03
FCM- BIOTERIO FARMACO;02-24755-03
FCM- BIOTERIO FARMACO;02-26058-06
FCM- BIOTERIO FARMACO;02-26058-06
FCM- BIOTERIO FARMACO;02-26058-06
FEA- SPDA;04-01659-09
FEA- REFORMA E AMPLIAÇÃO DA PADARIA;04-04358-06
FEA- REFORMA E AMPLIAÇÃO DA PADARIA;04-04358-06
FEA- REFORMA E AMPLIAÇÃO DO NEPA;04-11730-06
PME- NOVA SEDE DA ADMINISTRAÇÃO E ALMOXARIFADO;05-00985-10
PME- NOVA SEDE DA ADMINISTRAÇÃO E ALMOXARIFADO;05-00985-10
PME- NOVA SEDE DA ADMINISTRAÇÃO E ALMOXARIFADO;05-00985-10
PME- NOVA SEDE DA ADMINISTRAÇÃO E ALMOXARIFADO;05-00985-10
PME- NOVA SEDE DA ADMINISTRAÇÃO E ALMOXARIFADO;05-00985-10
FEC- ELEVADOR;05-01827-08
FEC- ELEVADOR;05-01827-08
FEC- ELEVADOR;05-01827-08
FEC- ELEVADOR;05-01827-08
FEC- ELEVADOR;05-01827-08
FEC- ELEVADOR;05-01827-08
FEC- ELEVADOR;05-01827-08
FEC- ELEVADOR;05-01827-08
FEC- LABORATÓRIO VEÍCULO VIA (FINEP);05-04089-08
FEC- LABORATÓRIO VEÍCULO VIA (FINEP);05-04089-08
FEC- LABORATÓRIO VEÍCULO VIA (FINEP);05-04089-08
FEC- LABORATÓRIO VEÍCULO VIA (FINEP);05-04089-08
CBMEG- REFORMA SANITÁRIOS;05-14073-09
CBMEG- REFORMA SANITÁRIOS;05-14073-09
CBMEG- REFORMA SANITÁRIOS;05-14073-09
CBMEG- REFORMA SANITÁRIOS;05-14073-09
CBMEG- REFORMA SANITÁRIOS;05-14073-09
CBMEG- REFORMA SANITÁRIOS;05-14073-09
CBMEG- REFORMA SANITÁRIOS;05-14073-09
CBMEG- REFORMA SANITÁRIOS;05-14073-09
FEC- LABORATÓRIO LABTUBE;05-26021-04
FEC- LABORATÓRIO LABTUBE;05-26021-04
FEC- LABORATÓRIO LABTUBE;05-26021-04
FEC- LABORATÓRIO LABTUBE;05-26021-04
FEC- LABORATÓRIO LABTUBE;05-26021-04
FEC- LABORATÓRIO LABTUBE;05-26021-04
FEC- LABORATÓRIO LABTUBE;05-26021-04
FEC- LABORATÓRIO LALT/ FLUXOS DA FEC;05-26838-05
FEA- REFORMA E AMPLIAÇÃO DO NEPA;06-03963
FOP- REFORMA AUDITÓRIO;06-24783-07
IMECC- AMPLIAÇÃO SUBSOLO (FINEP CT-INFRA);07-01302
IB- REFORMA 2 SANITÁRIOS (CONGREGAÇÃO E SALA DE AULA);07-11124-11
IB- REFORMA 2 SANITÁRIOS (CONGREGAÇÃO E SALA DE AULA);07-15235-11
IB- REFORMA 2 SANITÁRIOS (CONGREGAÇÃO E SALA DE AULA);07-15235-11
IB- AMPLIAÇÃO LABORAT GENÔMICA (ETENO VERDE);07-17782-10
IB- ELEVADOR DA BIBLIOTECA;07-19209-10
IB- ELEVADOR DA BIBLIOTECA;07-19209-10
IB- ELEVADOR DA BIBLIOTECA;07-19209-10
IB- ELEVADOR DA BIBLIOTECA;07-19209-10
IB- ELEVADOR DA BIBLIOTECA;07-19209-10
IB- ELEVADOR DA BIBLIOTECA;07-19209-10
IB- ELEVADOR DA BIBLIOTECA;07-19209-10
IB- ELEVADOR DA BIBLIOTECA;07-19209-10
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;07-24835-05
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;07-24835-05
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;07-24835-05
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;07-24835-05
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;07-24835-05
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;08-02822-09
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;08-02822-09
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;08-02822-09
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;08-02822-09
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;08-02822-09
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;08-02822-09
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;08-02822-09
IFGW- REVISÃO SISTEMA ELÉTRICO DO IFGW;08-20061-07
IFGW- REVISÃO SISTEMA ELÉTRICO DO IFGW;08-20061-07
IFGW- REVISÃO SISTEMA ELÉTRICO DO IFGW;08-20061-07
IFGW- REVISÃO SISTEMA ELÉTRICO DO IFGW;08-20061-07
IFGW- REVISÃO SISTEMA ELÉTRICO DO IFGW;08-20061-07
IFGW- REVISÃO SISTEMA ELÉTRICO DO IFGW;08-20061-07
IFGW- REVISÃO SISTEMA ELÉTRICO DO IFGW;08-20061-07
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-19138-08
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-19138-08
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-19138-08
IFCH- REFORMA BANHEIRO FEMININO DA BIBLIOTECA;09-19372-08
IFCH- REFORMA BANHEIRO FEMININO DA BIBLIOTECA;09-19372-08
IFCH- REFORMA BANHEIRO FEMININO DA BIBLIOTECA;09-19372-08
IFCH- REFORMA BANHEIRO FEMININO DA BIBLIOTECA;09-19372-08
IFCH- REFORMA BANHEIRO FEMININO DA BIBLIOTECA;09-19372-08
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-21813-09
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-21813-09
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-21813-09
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-21813-09
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-21813-09
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-21813-09
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-21813-09
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-21813-09
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-21813-09
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-21813-09
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-21813-09
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-21813-09
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-21813-09
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-21813-09
IFCH- PROJETO ELÉTRICO E DE PPCI PARA A BIBLIOTECA;09-21813-09
FEA- 3a ETAPA NOVO PRÉDIO SALAS AULA E LAB. DE ENSINO;0F.DIR-FEA-045/11
FEAGRI- ESCADA ACESSO LAB. TERMODINÂMICA;0FICIO FEAGRI 450/11-D
IMECC- ELEVADOR;10-04962-08
IMECC- ELEVADOR;10-04962-08
IMECC- ELEVADOR;10-04962-08
IMECC- ELEVADOR;10-04962-08
IMECC- ELEVADOR;10-04962-08
IMECC- ELEVADOR;10-04962-08
IMECC- ELEVADOR;10-04962-08
IMECC- ELEVADOR;10-04962-08
IMECC- ELEVADOR;10-04962-08
IMECC- ELEVADOR;10-04962-08
IMECC- ELEVADOR;10-04962-08
IMECC- REFORMA NO BLOCO MODULADO;10-05123-08
IMECC- REFORMA NO BLOCO MODULADO;10-05123-08
IMECC- REFORMA NO BLOCO MODULADO;10-05123-08
IMECC- AMPLIAÇÃO SUBSOLO (FINEP CT-INFRA);10-06831-04
IMECC- AMPLIAÇÃO SUBSOLO (FINEP CT-INFRA);10-06831-04
IMECC- ÁREA DE CONVÍVIO EXTERNO;10-09668-09
IMECC- PRÉDIO LAB COMPUTAÇÃO CIENTÍFICA;10-10278-02
IMECC- PRÉDIO LAB COMPUTAÇÃO CIENTÍFICA;10-10278-02
IMECC- PRÉDIO LAB COMPUTAÇÃO CIENTÍFICA;10-10278-02
IMECC- REDE ELÉTRICA ESTABILIZADA;10-17958-08
IMECC- REDE ELÉTRICA ESTABILIZADA;10-17958-08
IMECC- REDE ELÉTRICA ESTABILIZADA;10-17958-08
IMECC- REDE ELÉTRICA ESTABILIZADA;10-17958-08
IFCH- PROJETOS CONCLUSÃO OBRA AEL;103983-10
IFCH- PROJETOS CONCLUSÃO OBRA AEL;103983-10
IFCH- PROJETOS CONCLUSÃO OBRA AEL;103983-10
IFCH- PROJETOS CONCLUSÃO OBRA AEL;103983-10
PREFEITURA- INFRAESTRUTURA CAMPUS CAMPINAS;106447-08
PREFEITURA- INFRAESTRUTURA CAMPUS CAMPINAS;106447-08
PREFEITURA- INFRAESTRUTURA CAMPUS CAMPINAS;106447-08
CPQBA- REFORMA AUDITÓRIO;121712-10
CPQBA- REFORMA AUDITÓRIO;121712-10
CPQBA- REFORMA AUDITÓRIO;121712-10
FCA- PORTARIA PROVISÓRIA DE PEDESTRES E VEÍCULOS;122285-10
FCA- PORTARIA PROVISÓRIA DE PEDESTRES E VEÍCULOS;122285-10
FCA- PORTARIA PROVISÓRIA DE PEDESTRES E VEÍCULOS;122285-10
FCA- PORTARIA PROVISÓRIA DE PEDESTRES E VEÍCULOS;122285-10
FCA- PORTARIAS PEDESTRES E VEÍCULOS CAMPUS 2;122285-10
CEPETRO- LAB. SISTEMAS MARÍTIMOS;123522-10
CEPETRO- LAB. SISTEMAS MARÍTIMOS;123522-10
CEPETRO- LAB. SISTEMAS MARÍTIMOS;123522-10
CEPETRO- LAB. SISTEMAS MARÍTIMOS;123522-10
FEC- LABORATÓRIO LABTUBE;131174-10
FEC- LABORATÓRIO LABTUBE;131174-10
PRP- BIOENERGIA;14-18566-09
CT- REFORMA COBERTURA;14-24688-09
PRP- BIOENERGIA;14-24688-09
BC- REFORMA DO 3º PISO DA BC;16-13193-05
BC- REFORMA DO 3º PISO DA BC;16-13193-05
BC- REFORMA DO 3º PISO DA BC;16-13193-05
BC- REFORMA DO 3º PISO DA BC;16-13193-05
IA- REFORMA E AMPLIAÇÃO GALERIA DE ARTES NA BC;16-24236-07
HEMOCENTRO - AMPLIAÇÃO PARA ADMINISTRAÇÃO E LAB CIENTÍFICO;16449-10
HEMOCENTRO - AMPLIAÇÃO PARA ADMINISTRAÇÃO E LAB CIENTÍFICO;16449-10
IA- REFORMA SALA AD-01-DACO;1671-09
IA- REFORMA E AMPLIAÇÃO DO DEPTO ARTES PLÁSTICAS;17-00207-05
IA- REFORMA E AMPLIAÇÃO DO DEPTO ARTES PLÁSTICAS;17-00207-05
IA- REFORMA E AMPLIAÇÃO DO DEPTO ARTES PLÁSTICAS;17-00207-05
IA- REFORMA E AMPLIAÇÃO DO DEPTO ARTES PLÁSTICAS;17-00207-05
IA- REFORMA E AMPLIAÇÃO DO DEPTO ARTES PLÁSTICAS;17-00207-05
IA- INSTALAÇÃO DE SISTEMA DE EXAUSTÃO;17-04118-09
IA- INSTALAÇÃO DE SISTEMA DE EXAUSTÃO;17-04118-09
IA- 1A ETAPA DO TEATRO - TEATRO;17-09707-07
IA- 1A ETAPA DO TEATRO - TEATRO;17-09707-07
IA- 1A ETAPA DO TEATRO - TEATRO;17-09707-07
IA- 1A ETAPA DO TEATRO - TEATRO;17-09707-07
IA- 1A ETAPA DO TEATRO - TEATRO;17-09707-07
IA- 1A ETAPA DO TEATRO - TEATRO;17-09707-07
IA- 1A ETAPA DO TEATRO - TEATRO;17-09707-07
IA- 1A ETAPA DO TEATRO - TEATRO;17-09707-07
IA- 1A ETAPA DO TEATRO - TEATRO;17-09707-07
IA- 1A ETAPA DO TEATRO - TEATRO;17-09707-07
IA- 1A ETAPA DO TEATRO - TEATRO;17-09707-07
IA- 1A ETAPA DO TEATRO - TEATRO;17-09707-07
IA- 1A ETAPA DO TEATRO - TEATRO;17-09707-07
IA- REFORMA PAV ARTES;17-14221-07
IA- REFORMA SALA AD-01-DACO;17-14221-07
IA- REFORMA SALA AD-01-DACO;17-14221-07
IA- REFORMA SALA AD-01-DACO;17-14221-07
IA- INSTALAÇÃO DE SISTEMA DE EXAUSTÃO;17-14742-10
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;17-17233-04
IA- TRATAMENTO ACÚSTICO DEPTO MÚSICA;17-17233-04
IA- REFORMA ESTÚDIO MULTIMEIOS;17-19561-06
IA- REFORMA ESTÚDIO MULTIMEIOS;17-19561-06
IA- REFORMA ESTÚDIO MULTIMEIOS;17-19561-06
IA- REFORMA ESTÚDIO MULTIMEIOS;17-19561-06
IA- REFORMA ESTÚDIO MULTIMEIOS;17-19561-06
IA- REFORMA ESTÚDIO MULTIMEIOS;17-19561-06
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;17-21619-02
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;17-21619-02
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;17-21619-02
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;17-21619-02
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;17-21619-02
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;17-21619-02
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;17-21619-02
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;17-21619-02
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;17-21619-02
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;17-21619-02
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;17-21619-02
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;17-21619-02
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;17-21619-02
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;17-21619-02
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;17-21619-02
IA- 1A ETAPA DO TEATRO - TEATRO;17-26547-09
IA- 1A ETAPA DO TEATRO - TEATRO;17-26547-09
FE- REFORMA SANITÁRIOS PRÉDIO PRINCIPAL;19-04706-08
FE- REFORMA SANITÁRIOS PRÉDIO PRINCIPAL;19-22635-10
FE- REFORMA SANITÁRIOS PRÉDIO PRINCIPAL;19-22635-10
FE- REFORMA SANITÁRIOS PRÉDIO PRINCIPAL;19-22635-10
FE- REFORMA SANITÁRIOS PRÉDIO PRINCIPAL;19-22635-10
FEQ - LABORATÓRIO LPETROPES;20859-08
PREFEITURA- CENTRAL DE MONITORAMENTO;26083-09
PREFEITURA- CENTRAL DE MONITORAMENTO;26083-09
FEEC- AMPLIAÇÃO DO BLOCO B;29-27253-07
FEEC- AMPLIAÇÃO DO BLOCO B;29-27253-07
FEEC- AMPLIAÇÃO DO BLOCO B;29-27253-07
FEEC- AMPLIAÇÃO DO BLOCO B;29-27253-07
FEEC- AMPLIAÇÃO DO BLOCO B;29-27253-07
FEEC- AMPLIAÇÃO DO BLOCO B;29-27253-07
FEEC- AMPLIAÇÃO DO BLOCO B;29-27253-07
FEEC- AMPLIAÇÃO DO BLOCO B;29-27253-07
FEEC- AMPLIAÇÃO DO BLOCO B;29-27253-07
FEEC- AMPLIAÇÃO DO BLOCO B;29-27253-07
IEL- PRÉDIO DOCENTES;31485-10
IEL- PRÉDIO DOCENTES;31485-10
IEL- PRÉDIO DOCENTES;31485-10
FCM- PRÉDIO CURSO FARMÁCIA;31486-10
FCM- PRÉDIO CURSO FARMÁCIA;31486-10
FCM- PRÉDIO CURSO FARMÁCIA;31486-10
HEMOCENTRO- HUMANIZAÇÃO E MELHORIA ACESSOS INTERNOS;32-00691-11
HEMOCENTRO- HUMANIZAÇÃO E MELHORIA ACESSOS INTERNOS;32-00691-11
HEMOCENTRO - PPCI PARA O HEMOCENTRO;32-01927-11
HEMOCENTRO - PPCI PARA O HEMOCENTRO;32-01927-11
HEMOCENTRO - PPCI PARA O HEMOCENTRO;32-01927-11
HEMOCENTRO- HOSPITAL HEMATOLÓGICO;32-06361-08
HEMOCENTRO- HOSPITAL HEMATOLÓGICO;32-06361-08
HEMOCENTRO- HOSPITAL HEMATOLÓGICO;32-06361-08
HEMOCENTRO- HOSPITAL HEMATOLÓGICO;32-06361-08
HEMOCENTRO- HOSPITAL HEMATOLÓGICO;32-06361-08
HEMOCENTRO- HOSPITAL HEMATOLÓGICO;32-06361-08
HEMOCENTRO- HOSPITAL HEMATOLÓGICO;32-06361-08
HEMOCENTRO- HOSPITAL HEMATOLÓGICO;32-06361-08
HEMOCENTRO- HOSPITAL HEMATOLÓGICO;32-06361-08
HEMOCENTRO- HOSPITAL HEMATOLÓGICO;32-06361-08
HEMOCENTRO- HOSPITAL HEMATOLÓGICO;32-06361-08
HEMOCENTRO- HOSPITAL HEMATOLÓGICO;32-06361-08
HEMOCENTRO- HOSPITAL HEMATOLÓGICO;32-06361-08
HEMOCENTRO- HOSPITAL HEMATOLÓGICO;32-06361-08
HEMOCENTRO- HUMANIZAÇÃO E MELHORIA ACESSOS INTERNOS;32-06550-11
HEMOCENTRO- NOVO PRÉDIO PARA COORDENADORIA, METROLOGIA E REFEITÓRIO;32-06550-11
HEMOCENTRO- NOVO PRÉDIO PARA COORDENADORIA, METROLOGIA E REFEITÓRIO;32-06550-11
HEMOCENTRO- NOVO PRÉDIO PARA COORDENADORIA, METROLOGIA E REFEITÓRIO;32-06550-11
HEMOCENTRO- HOSPITAL HEMATOLÓGICO;32-07405-08
HEMOCENTRO- REFORMA HALL ENTRADA E SANITÁRIOS;32-16106-07
HEMOCENTRO- REFORMA HALL ENTRADA E SANITÁRIOS;32-16106-07
HEMOCENTRO- REFORMA HALL ENTRADA E SANITÁRIOS;32-16106-07
